Ticker,close,date,high,low,open,volume
ADANIENT,2387.25,2023-10-03,2424.9,2372.0,2418.0,2019899
ADANIENT,2464.95,2023-10-04,2502.75,2392.25,2402.2,2857377
ADANIENT,2466.35,2023-10-05,2486.5,2446.4,2477.95,1132455
ADANIENT,2478.1,2023-10-06,2514.95,2466.05,2466.35,1510035
ADANIENT,2442.6,2023-10-09,2459.7,2411.3,2440.0,1408224
ADANIENT,2498.3,2023-10-10,2517.95,2443.0,2443.0,1771910
ADANIENT,2488.6,2023-10-11,2538.0,2482.5,2533.9,1627836
ADANIENT,2506.35,2023-10-12,2521.75,2490.65,2499.9,1804818
ADANIENT,2454.55,2023-10-13,2495.0,2422.35,2488.9,2278682
ADANIENT,2429.35,2023-10-16,2464.7,2421.85,2454.55,803856
ADANIENT,2428.4,2023-10-17,2462.0,2423.5,2459.95,707543
ADANIENT,2406.35,2023-10-18,2441.75,2401.05,2440.0,776977
ADANIENT,2402.2,2023-10-19,2414.7,2382.55,2400.0,1168822
ADANIENT,2393.75,2023-10-20,2443.95,2382.05,2398.05,1240350
ADANIENT,2308.65,2023-10-23,2412.35,2301.8,2397.8,1483549
ADANIENT,2257.0,2023-10-25,2348.05,2235.3,2320.0,1540819
ADANIENT,2203.2,2023-10-26,2249.0,2167.05,2249.0,2226073
ADANIENT,2261.7,2023-10-27,2275.0,2212.0,2222.0,1244293
ADANIENT,2299.1,2023-10-30,2305.0,2250.0,2260.05,996448
ADANIENT,2294.65,2023-10-31,2320.0,2276.0,2320.0,1155280
ADANIENT,2217.3,2023-11-01,2312.25,2207.0,2299.0,1666579
ADANIENT,2215.3,2023-11-02,2297.95,2204.2,2247.0,2340997
ADANIENT,2229.85,2023-11-03,2279.0,2215.0,2215.3,1853300
ADANIENT,2246.0,2023-11-06,2260.0,2233.0,2253.95,770061
ADANIENT,2233.35,2023-11-07,2260.0,2226.65,2257.0,641554
ADANIENT,2259.95,2023-11-08,2298.0,2235.0,2245.3,1169180
ADANIENT,2214.65,2023-11-09,2272.6,2210.1,2269.0,1267890
ADANIENT,2205.1,2023-11-10,2237.0,2198.5,2220.25,1072597
ADANIENT,2211.35,2023-11-12,2226.0,2205.1,2219.7,148320
ADANIENT,2213.65,2023-11-13,2241.9,2195.55,2215.5,853633
ADANIENT,2225.4,2023-11-15,2250.0,2220.5,2240.0,696475
ADANIENT,2205.9,2023-11-16,2232.8,2196.1,2226.0,1307584
ADANIENT,2208.8,2023-11-17,2237.95,2201.0,2205.9,916518
ADANIENT,2149.85,2023-11-20,2218.5,2142.0,2211.0,1577213
ADANIENT,2196.65,2023-11-21,2232.55,2158.35,2160.0,1839502
ADANIENT,2172.65,2023-11-22,2225.0,2153.5,2205.15,1247205
