Ticker,close,date,high,low,open,volume
ITC,439.75,2023-10-03,442.9,439.25,441.0,7481883
ITC,436.1,2023-10-04,441.7,433.3,439.75,13396709
ITC,436.05,2023-10-05,440.5,435.05,440.0,10030257
ITC,442.15,2023-10-06,443.6,436.65,437.85,8418580
ITC,440.45,2023-10-09,443.2,437.25,440.95,5611154
ITC,444.4,2023-10-10,444.85,440.45,440.45,5014758
ITC,448.25,2023-10-11,449.45,444.8,447.2,7651513
ITC,450.7,2023-10-12,452.5,446.15,449.65,11774487
ITC,448.35,2023-10-13,451.8,447.0,449.85,7632483
ITC,448.95,2023-10-16,451.0,446.2,448.0,4214958
ITC,453.45,2023-10-17,454.5,449.0,449.8,6936218
ITC,451.65,2023-10-18,458.2,451.0,454.25,6894947
ITC,450.4,2023-10-19,454.9,446.85,449.75,9465463
ITC,438.3,2023-10-20,449.0,437.35,445.0,13020371
ITC,435.9,2023-10-23,439.95,433.1,438.0,7275471
ITC,432.7,2023-10-25,438.0,427.05,436.9,10889221
ITC,434.35,2023-10-26,436.6,429.55,429.55,18801214
ITC,433.75,2023-10-27,436.8,432.2,434.35,13132487
ITC,430.45,2023-10-30,437.15,428.35,434.55,7618033
ITC,428.4,2023-10-31,433.35,427.9,430.0,8620154
ITC,428.1,2023-11-01,431.1,425.5,430.0,7990245
ITC,431.15,2023-11-02,432.7,428.65,430.05,8152031
ITC,433.25,2023-11-03,434.4,431.1,432.8,13802600
ITC,435.35,2023-11-06,436.8,432.55,433.5,7308229
ITC,432.7,2023-11-07,434.9,432.15,434.9,5124012
ITC,436.95,2023-11-08,437.5,432.3,433.15,6979849
ITC,434.4,2023-11-09,438.0,433.9,437.8,7785767
ITC,436.55,2023-11-10,438.0,432.5,434.4,4079205
ITC,438.45,2023-11-12,439.2,438.0,438.85,1181310
ITC,436.0,2023-11-13,438.4,435.0,438.4,3744754
ITC,441.95,2023-11-15,442.5,437.5,438.1,7436428
ITC,438.65,2023-11-16,444.5,437.6,441.95,10857863
ITC,439.25,2023-11-17,441.5,438.3,439.25,6655278
ITC,436.8,2023-11-20,440.3,434.5,439.85,4335388
ITC,436.25,2023-11-21,439.3,435.5,437.15,5997810
ITC,439.7,2023-11-22,440.4,434.8,437.0,4886687
ITC,440.35,2023-11-23,442.25,438.25,440.95,6366606
ITC,437.8,2023-11-24,442.25,436.85,441.0,6821878
ITC,435.25,2023-11-28,439.0,434.9,438.0,8745691
ITC,437.2,2023-11-29,438.5,434.15,436.0,13785216
ITC,435.8,2023-11-30,438.45,434.5,436.7,15127505
ITC,449.8,2023-12-01,450.95,437.4,437.9,19336856
ITC,454.05,2023-12-04,456.4,451.0,455.0,12800220
ITC,451.75,2023-12-05,457.8,450.1,455.0,12136292
ITC,463.25,2023-12-06,464.5,452.1,453.9,20417559
ITC,458.1,2023-12-07,464.8,457.4,464.75,11310918
ITC,449.15,2023-12-08,461.6,448.5,459.95,18667895
ITC,452.45,2023-12-11,453.6,449.3,451.5,6599973
ITC,453.1,2023-12-12,460.0,452.35,454.2,10158101
ITC,455.65,2023-12-13,458.85,453.1,456.3,11283868
ITC,460.1,2023-12-14,461.0,449.45,460.0,14370803
ITC,458.2,2023-12-15,462.95,455.0,461.9,15789845
ITC,451.65,2023-12-18,456.0,450.35,455.0,12027620
ITC,456.1,2023-12-19,458.0,452.05,453.35,10268755
ITC,451.0,2023-12-20,459.25,449.3,459.0,10367665
ITC,451.45,2023-12-21,453.75,444.45,449.0,11154625
ITC,455.2,2023-12-22,455.9,450.55,453.0,11026317
ITC,456.45,2023-12-26,458.9,454.7,456.05,5871301
ITC,457.1,2023-12-27,458.5,453.75,457.0,7543383
ITC,464.1,2023-12-28,464.7,456.1,457.2,20696101
ITC,462.1,2023-12-29,467.9,461.35,464.1,12888266
ITC,468.05,2024-01-01,469.95,462.65,463.5,9346277
ITC,470.35,2024-01-02,471.35,463.6,470.0,10519771
ITC,477.25,2024-01-03,480.7,469.35,470.25,24036012
ITC,476.4,2024-01-04,481.45,474.2,480.0,11786959
ITC,473.95,2024-01-05,479.4,472.0,479.4,9209405
ITC,465.5,2024-01-08,475.5,464.55,475.0,8003177
ITC,464.55,2024-01-09,469.95,463.65,467.5,5696780
ITC,463.3,2024-01-10,466.75,460.05,464.55,5896123
ITC,462.65,2024-01-11,466.55,461.1,464.1,6534775
ITC,466.7,2024-01-12,467.7,460.35,463.25,9354326
ITC,467.6,2024-01-15,470.5,466.1,470.0,6902156
ITC,472.3,2024-01-16,475.0,464.25,467.8,12066347
ITC,466.6,2024-01-17,477.0,465.2,471.4,11108698
ITC,465.5,2024-01-18,467.85,454.55,465.25,9143784
ITC,471.5,2024-01-19,473.0,466.4,468.55,12203322
ITC,468.4,2024-01-20,475.0,468.0,473.4,3296407
ITC,459.3,2024-01-23,473.75,456.4,473.75,8404513
ITC,463.6,2024-01-24,467.4,458.1,460.1,21626183
ITC,455.65,2024-01-25,464.95,452.1,463.55,19677700
ITC,449.8,2024-01-29,457.25,447.5,455.9,17869152
ITC,438.05,2024-01-30,453.7,437.4,447.0,43514448
ITC,441.55,2024-01-31,442.5,438.7,440.0,19882944
ITC,442.9,2024-02-01,447.75,439.3,442.0,19165409
ITC,440.1,2024-02-02,447.2,439.5,445.0,17156021
ITC,438.05,2024-02-05,443.65,436.55,442.0,12041897
ITC,431.4,2024-02-06,440.9,429.5,440.0,18764371
ITC,431.8,2024-02-07,435.0,430.8,435.0,12880824
ITC,414.55,2024-02-08,429.1,408.6,429.0,48183882
ITC,415.5,2024-02-09,424.2,408.6,410.1,32283965
ITC,406.85,2024-02-12,418.0,406.05,417.55,10906914
ITC,406.75,2024-02-13,410.8,403.3,406.9,15606705
ITC,411.55,2024-02-14,412.25,404.4,406.0,12150077
