Ticker,close,date,high,low,open,volume
ONGC,184.6,2023-10-03,189.3,183.65,189.3,22118500
ONGC,182.75,2023-10-04,184.6,182.1,184.45,9360058
ONGC,182.2,2023-10-05,184.0,181.0,181.25,11128340
ONGC,181.45,2023-10-06,183.5,180.6,183.5,5759904
ONGC,181.7,2023-10-09,184.7,181.25,182.9,14622727
ONGC,183.5,2023-10-10,184.5,182.05,182.3,11819690
ONGC,183.25,2023-10-11,184.7,182.75,184.4,8499601
ONGC,184.45,2023-10-12,184.85,183.0,183.2,8677885
ONGC,184.9,2023-10-13,186.25,184.05,184.5,7435899
ONGC,186.55,2023-10-16,188.2,186.25,187.95,12376549
ONGC,186.25,2023-10-17,187.05,185.55,187.0,4381065
ONGC,186.95,2023-10-18,188.05,186.05,188.0,10181113
ONGC,186.3,2023-10-19,186.65,185.05,186.0,9148124
ONGC,186.2,2023-10-20,187.3,185.15,187.0,7912216
ONGC,184.85,2023-10-23,185.95,184.2,185.95,4723090
ONGC,184.35,2023-10-25,185.85,183.0,184.85,6812004
ONGC,180.9,2023-10-26,184.15,179.9,183.5,8474867
ONGC,184.75,2023-10-27,185.8,180.3,181.0,6422123
ONGC,188.8,2023-10-30,189.2,184.6,185.0,7352638
ONGC,186.15,2023-10-31,189.8,184.2,189.2,9404675
ONGC,186.7,2023-11-01,188.8,185.05,186.15,9167869
ONGC,186.2,2023-11-02,187.65,185.75,187.0,11471209
ONGC,190.0,2023-11-03,190.65,185.8,186.65,7464912
ONGC,193.3,2023-11-06,194.2,189.55,190.2,8962124
ONGC,193.2,2023-11-07,198.0,192.35,193.4,13921916
ONGC,195.35,2023-11-08,196.55,192.3,193.7,10186886
ONGC,192.7,2023-11-09,196.7,192.2,196.5,5303833
ONGC,195.9,2023-11-10,196.5,192.7,192.7,6025889
ONGC,196.75,2023-11-12,198.8,195.9,198.8,2988611
ONGC,195.8,2023-11-13,197.3,194.1,195.9,11181086
ONGC,199.5,2023-11-15,203.0,197.65,198.5,19769385
ONGC,201.8,2023-11-16,203.4,201.0,202.5,18629240
ONGC,196.35,2023-11-17,201.25,195.55,200.85,13199928
ONGC,197.85,2023-11-20,198.5,197.0,198.0,6423265
ONGC,191.2,2023-11-21,193.95,191.0,193.0,10720353
ONGC,191.0,2023-11-22,191.85,189.75,191.2,7538825
ONGC,190.65,2023-11-23,191.75,189.6,191.0,6541617
ONGC,188.85,2023-11-24,191.85,188.15,190.85,5751331
ONGC,193.95,2023-11-28,194.45,188.4,188.85,9277764
ONGC,192.0,2023-11-29,195.5,191.7,195.5,8791333
ONGC,194.95,2023-11-30,195.65,192.05,192.65,14965403
ONGC,194.55,2023-12-01,198.25,194.25,195.25,9935740
ONGC,202.05,2023-12-04,205.9,196.05,196.5,28615290
ONGC,202.05,2023-12-05,203.95,199.15,202.2,14557746
ONGC,201.95,2023-12-06,203.75,199.1,203.75,12662213
ONGC,198.9,2023-12-07,200.9,196.05,200.9,16425880
ONGC,195.95,2023-12-08,200.3,194.1,199.85,10414387
ONGC,197.8,2023-12-11,200.85,194.25,197.05,10108266
ONGC,195.4,2023-12-12,197.8,194.55,196.95,10719911
ONGC,193.15,2023-12-13,195.4,192.05,195.4,10892122
ONGC,195.95,2023-12-14,196.3,193.25,195.9,15257294
ONGC,201.05,2023-12-15,201.95,196.85,197.25,22863981
ONGC,199.0,2023-12-18,201.65,197.35,201.05,8061011
ONGC,200.3,2023-12-19,203.55,199.3,202.0,16739742
ONGC,203.2,2023-12-20,212.0,200.95,201.75,57762576
ONGC,202.65,2023-12-21,206.75,201.2,203.95,22823936
ONGC,203.95,2023-12-22,204.5,201.8,204.0,9910694
ONGC,207.35,2023-12-26,208.5,203.65,204.5,17052969
ONGC,205.55,2023-12-27,209.9,204.5,209.5,20361303
ONGC,208.3,2023-12-28,208.9,205.35,206.5,22010872
ONGC,205.05,2023-12-29,208.0,204.25,208.0,12171663
ONGC,205.35,2024-01-01,207.1,204.75,206.0,4820168
ONGC,207.05,2024-01-02,210.75,203.65,205.35,21141219
ONGC,208.25,2024-01-03,210.45,204.5,205.5,11650902
ONGC,214.65,2024-01-04,215.4,209.3,210.5,31054419
ONGC,216.45,2024-01-05,217.5,213.05,215.45,20743811
ONGC,217.95,2024-01-08,220.8,217.1,218.0,19310595
ONGC,216.65,2024-01-09,221.45,215.95,221.0,11951525
ONGC,212.1,2024-01-10,215.0,209.7,215.0,16500666
ONGC,211.85,2024-01-11,214.0,210.85,214.0,12586419
ONGC,223.4,2024-01-12,224.75,212.35,213.8,39228118
