Ticker,close,date,high,low,open,volume
ASIANPAINT,3166.85,2023-10-03,3227.8,3162.0,3166.1,1219145
ASIANPAINT,3169.9,2023-10-04,3189.0,3151.35,3164.95,892584
ASIANPAINT,3206.25,2023-10-05,3232.1,3174.3,3210.0,1002610
ASIANPAINT,3195.75,2023-10-06,3217.0,3190.0,3214.75,814257
ASIANPAINT,3152.8,2023-10-09,3163.0,3132.7,3140.05,700012
ASIANPAINT,3151.5,2023-10-10,3164.9,3140.05,3150.0,847367
ASIANPAINT,3163.9,2023-10-11,3185.0,3152.05,3169.0,1025317
ASIANPAINT,3159.1,2023-10-12,3188.5,3150.05,3186.0,992531
ASIANPAINT,3148.8,2023-10-13,3172.0,3128.25,3150.0,854688
ASIANPAINT,3112.05,2023-10-16,3128.0,3096.1,3124.0,853011
ASIANPAINT,3113.55,2023-10-17,3137.0,3091.8,3137.0,792640
ASIANPAINT,3096.45,2023-10-18,3115.2,3090.0,3110.0,481985
ASIANPAINT,3101.8,2023-10-19,3110.9,3076.1,3087.7,568124
ASIANPAINT,3105.85,2023-10-20,3115.1,3064.55,3092.5,711434
ASIANPAINT,3072.0,2023-10-23,3108.9,3064.0,3096.05,374476
ASIANPAINT,3060.8,2023-10-25,3108.0,3052.0,3093.4,669290
ASIANPAINT,2960.3,2023-10-26,3055.0,2940.0,3051.1,1834111
ASIANPAINT,2955.15,2023-10-27,2974.65,2931.0,2932.8,1708185
ASIANPAINT,2967.1,2023-10-30,2991.95,2939.1,2974.0,878885
ASIANPAINT,2995.7,2023-10-31,3012.75,2966.0,2969.0,1152306
ASIANPAINT,2934.55,2023-11-01,3008.9,2930.0,2997.95,1029990
ASIANPAINT,2955.4,2023-11-02,2962.0,2934.0,2961.05,900125
ASIANPAINT,2977.85,2023-11-03,2982.9,2942.0,2957.0,715997
ASIANPAINT,3029.3,2023-11-06,3034.05,2983.85,2998.0,620959
ASIANPAINT,3033.35,2023-11-07,3038.95,3002.2,3029.3,757998
ASIANPAINT,3095.25,2023-11-08,3098.95,3046.2,3058.0,783400
ASIANPAINT,3080.2,2023-11-09,3111.4,3074.05,3100.0,849702
ASIANPAINT,3076.45,2023-11-10,3085.0,3040.1,3070.0,364232
ASIANPAINT,3098.15,2023-11-12,3100.0,3090.0,3099.95,85178
ASIANPAINT,3085.6,2023-11-13,3098.0,3065.0,3098.0,405941
ASIANPAINT,3116.2,2023-11-15,3118.85,3078.7,3085.7,700017
ASIANPAINT,3130.3,2023-11-16,3140.9,3097.6,3119.0,675454
ASIANPAINT,3168.9,2023-11-17,3228.25,3145.65,3150.0,1430175
ASIANPAINT,3140.35,2023-11-20,3171.9,3132.0,3168.9,406431
ASIANPAINT,3133.25,2023-11-21,3156.9,3127.0,3156.9,409069
ASIANPAINT,3133.0,2023-11-22,3157.0,3121.2,3140.0,489889
ASIANPAINT,3122.95,2023-11-23,3171.4,3115.15,3148.0,792460
ASIANPAINT,3136.15,2023-11-24,3139.8,3111.0,3118.0,756329
ASIANPAINT,3148.35,2023-11-28,3160.0,3136.15,3141.15,647883
ASIANPAINT,3148.35,2023-11-29,3170.0,3142.0,3148.35,620725
ASIANPAINT,3119.9,2023-11-30,3153.95,3108.35,3148.35,1793116
ASIANPAINT,3173.4,2023-12-01,3190.6,3140.25,3146.95,960196
ASIANPAINT,3194.55,2023-12-04,3204.45,3166.5,3190.0,1018189
ASIANPAINT,3226.25,2023-12-05,3247.65,3180.0,3197.0,1005550
ASIANPAINT,3252.55,2023-12-06,3289.0,3232.95,3265.0,1229158
ASIANPAINT,3251.8,2023-12-07,3299.95,3246.85,3284.0,1071725
ASIANPAINT,3232.0,2023-12-08,3269.8,3227.8,3255.0,895852
ASIANPAINT,3233.0,2023-12-11,3245.0,3185.5,3230.0,910426
ASIANPAINT,3224.75,2023-12-12,3257.05,3210.0,3228.0,1019030
ASIANPAINT,3243.65,2023-12-13,3254.95,3190.3,3240.0,1052079
ASIANPAINT,3241.35,2023-12-14,3258.6,3218.0,3255.0,923107
ASIANPAINT,3313.9,2023-12-15,3326.35,3242.0,3250.0,1631687
ASIANPAINT,3332.05,2023-12-18,3335.8,3296.0,3313.0,911936
ASIANPAINT,3336.05,2023-12-19,3353.9,3300.15,3335.95,780448
ASIANPAINT,3297.15,2023-12-20,3359.95,3282.65,3336.05,979762
ASIANPAINT,3302.95,2023-12-21,3320.0,3271.85,3280.0,1585879
ASIANPAINT,3341.3,2023-12-22,3350.8,3287.0,3309.9,930563
ASIANPAINT,3383.35,2023-12-26,3391.9,3345.2,3349.95,600190
ASIANPAINT,3404.45,2023-12-27,3409.95,3354.0,3381.05,837182
ASIANPAINT,3397.25,2023-12-28,3419.95,3373.05,3405.0,779250
ASIANPAINT,3402.4,2023-12-29,3422.95,3383.9,3410.0,615676
ASIANPAINT,3396.1,2024-01-01,3411.8,3389.15,3403.0,283951
ASIANPAINT,3391.35,2024-01-02,3398.9,3345.0,3396.0,552394
ASIANPAINT,3373.6,2024-01-03,3399.0,3365.0,3391.35,379131
ASIANPAINT,3379.95,2024-01-04,3401.25,3363.8,3372.0,777127
ASIANPAINT,3355.55,2024-01-05,3380.4,3348.0,3379.95,416956
ASIANPAINT,3298.4,2024-01-08,3376.5,3294.85,3355.0,545884
ASIANPAINT,3267.5,2024-01-09,3315.0,3262.25,3310.0,670704
ASIANPAINT,3286.85,2024-01-10,3293.0,3258.2,3292.0,691087
ASIANPAINT,3288.2,2024-01-11,3309.2,3270.7,3286.85,537469
ASIANPAINT,3277.8,2024-01-12,3294.95,3244.0,3294.95,673004
ASIANPAINT,3273.9,2024-01-15,3287.2,3258.6,3282.2,728116
ASIANPAINT,3296.9,2024-01-16,3320.0,3273.9,3274.95,748215
ASIANPAINT,3242.3,2024-01-17,3304.35,3193.05,3294.1,2239241
ASIANPAINT,3163.85,2024-01-18,3257.95,3048.6,3257.95,1979174
ASIANPAINT,3165.85,2024-01-19,3201.55,3148.6,3177.8,936201
ASIANPAINT,3138.8,2024-01-20,3189.2,3130.35,3179.9,275937
ASIANPAINT,3054.7,2024-01-23,3109.0,3021.55,3087.55,2365225
ASIANPAINT,2999.45,2024-01-24,3055.0,2976.1,3055.0,2665932
ASIANPAINT,2949.2,2024-01-25,3016.0,2942.3,3010.05,2001961
ASIANPAINT,2976.05,2024-01-29,2988.45,2940.05,2940.05,1862723
ASIANPAINT,2954.1,2024-01-30,3005.0,2951.05,2990.0,1273188
ASIANPAINT,2957.85,2024-01-31,2971.9,2948.05,2966.0,1771244
ASIANPAINT,2929.35,2024-02-01,2972.85,2919.95,2961.0,3006472
ASIANPAINT,2936.3,2024-02-02,2962.35,2924.05,2950.0,1881911
ASIANPAINT,2917.35,2024-02-05,2965.0,2912.0,2950.0,923435
ASIANPAINT,2930.95,2024-02-06,2947.0,2902.65,2931.0,1471312
ASIANPAINT,2981.15,2024-02-07,3002.95,2936.05,2957.0,1134012
ASIANPAINT,2929.6,2024-02-08,2999.75,2919.8,2999.75,1633654
ASIANPAINT,2951.65,2024-02-09,2959.0,2910.55,2930.0,1144765
ASIANPAINT,2953.8,2024-02-12,2964.95,2920.05,2951.65,614469
ASIANPAINT,2971.6,2024-02-13,2981.25,2945.7,2964.95,717118
ASIANPAINT,2976.4,2024-02-14,2980.8,2936.05,2969.9,750339
ASIANPAINT,3016.55,2024-02-15,3024.5,2967.45,2980.0,1068730
ASIANPAINT,3007.9,2024-02-16,3035.0,3000.0,3035.0,1179473
ASIANPAINT,2998.1,2024-02-19,3018.7,2987.5,3007.9,560700
ASIANPAINT,3011.65,2024-02-20,3017.1,2972.1,2998.1,729371
ASIANPAINT,3001.8,2024-02-21,3026.75,2983.5,3012.05,927130
ASIANPAINT,3017.4,2024-02-22,3027.2,2932.1,2983.0,2615821
ASIANPAINT,2985.95,2024-02-23,3005.0,2966.2,2999.0,1650523
ASIANPAINT,2868.45,2024-02-26,2930.0,2847.8,2920.0,3524491
ASIANPAINT,2859.55,2024-02-27,2870.0,2850.1,2855.0,1296180
ASIANPAINT,2794.35,2024-02-28,2859.4,2785.5,2850.15,2472196
ASIANPAINT,2821.9,2024-02-29,2838.0,2776.75,2785.0,2284424
ASIANPAINT,2831.75,2024-03-01,2845.95,2815.05,2832.9,978174
ASIANPAINT,2849.8,2024-03-02,2862.1,2836.05,2840.0,89988
ASIANPAINT,2831.75,2024-03-04,2860.95,2828.0,2860.0,971299
ASIANPAINT,2820.4,2024-03-05,2834.85,2805.0,2834.0,736381
ASIANPAINT,2827.3,2024-03-06,2839.0,2777.75,2827.95,1723066
ASIANPAINT,2870.55,2024-03-07,2894.0,2825.0,2825.0,1564364
ASIANPAINT,2876.85,2024-03-11,2896.55,2853.1,2895.55,866546
ASIANPAINT,2876.15,2024-03-12,2899.9,2865.45,2880.0,663186
ASIANPAINT,2860.15,2024-03-13,2887.25,2835.0,2878.6,955841
ASIANPAINT,2892.25,2024-03-14,2898.05,2841.0,2860.0,1381741
ASIANPAINT,2867.55,2024-03-15,2896.95,2850.0,2895.0,1356226
ASIANPAINT,2846.5,2024-03-18,2866.0,2817.25,2866.0,940424
ASIANPAINT,2815.1,2024-03-19,2840.0,2801.0,2840.0,1199135
ASIANPAINT,2824.9,2024-03-20,2837.05,2797.55,2815.1,818910
ASIANPAINT,2821.15,2024-03-21,2845.4,2806.0,2845.0,1167680
ASIANPAINT,2841.5,2024-03-22,2855.15,2808.0,2821.15,1652689
ASIANPAINT,2814.65,2024-03-26,2844.15,2810.0,2820.0,1372390
ASIANPAINT,2830.5,2024-03-27,2842.85,2817.7,2817.95,1156231
ASIANPAINT,2846.75,2024-03-28,2868.0,2819.0,2835.05,1864623
ASIANPAINT,2871.0,2024-04-01,2886.45,2852.35,2860.95,558086
ASIANPAINT,2874.2,2024-04-02,2892.4,2856.0,2874.05,562473
ASIANPAINT,2869.35,2024-04-03,2884.55,2845.0,2845.0,816676
ASIANPAINT,2918.3,2024-04-04,2943.25,2851.25,2870.0,1831347
ASIANPAINT,2883.45,2024-04-05,2927.75,2880.0,2924.0,1155672
ASIANPAINT,2892.0,2024-04-08,2908.95,2873.8,2908.0,570695
ASIANPAINT,2857.15,2024-04-09,2916.45,2845.0,2893.0,1017670
ASIANPAINT,2896.75,2024-04-10,2899.1,2858.0,2883.3,740495
ASIANPAINT,2854.5,2024-04-12,2893.0,2845.0,2890.0,1766311
ASIANPAINT,2844.4,2024-04-15,2853.5,2812.35,2830.2,884519
ASIANPAINT,2830.0,2024-04-16,2841.45,2820.0,2827.65,911249
ASIANPAINT,2807.7,2024-04-18,2859.2,2800.1,2855.0,1732434
ASIANPAINT,2808.55,2024-04-19,2822.1,2766.15,2790.0,1337807
ASIANPAINT,2841.85,2024-04-22,2846.6,2814.05,2846.6,676040
ASIANPAINT,2874.9,2024-04-23,2877.95,2844.0,2852.0,929062
ASIANPAINT,2867.75,2024-04-24,2883.1,2860.0,2882.95,718441
ASIANPAINT,2861.45,2024-04-25,2869.9,2829.05,2865.0,1594152
ASIANPAINT,2844.15,2024-04-26,2878.2,2837.05,2870.0,625507
ASIANPAINT,2868.2,2024-04-29,2873.95,2839.0,2844.15,566219
ASIANPAINT,2875.9,2024-04-30,2912.0,2855.0,2855.0,1290649
ASIANPAINT,2975.4,2024-05-02,2988.0,2875.1,2875.1,2493406
ASIANPAINT,2929.75,2024-05-03,2997.0,2909.25,2983.05,1594445
ASIANPAINT,2932.15,2024-05-06,2959.0,2911.2,2950.0,768806
ASIANPAINT,2913.0,2024-05-07,2967.95,2904.0,2947.0,629534
ASIANPAINT,2843.3,2024-05-08,2905.0,2821.0,2900.0,1652877
ASIANPAINT,2710.1,2024-05-09,2853.95,2703.8,2828.0,3547959
ASIANPAINT,2771.25,2024-05-10,2792.6,2670.1,2699.0,2478584
ASIANPAINT,2879.25,2024-05-13,2895.0,2754.1,2771.25,2748823
ASIANPAINT,2866.15,2024-05-14,2888.0,2842.0,2879.0,999330
ASIANPAINT,2813.7,2024-05-15,2874.25,2806.15,2866.15,1230520
ASIANPAINT,2814.05,2024-05-16,2837.6,2786.55,2821.05,1534319
ASIANPAINT,2809.9,2024-05-17,2838.2,2786.1,2814.6,1325150
ASIANPAINT,2816.35,2024-05-18,2830.0,2810.2,2824.0,52260
ASIANPAINT,2851.8,2024-05-21,2866.95,2801.0,2815.0,921822
ASIANPAINT,2885.75,2024-05-22,2895.0,2836.6,2851.8,933846
ASIANPAINT,2903.75,2024-05-23,2921.25,2877.3,2885.0,1181894
ASIANPAINT,2874.75,2024-05-24,2910.2,2867.0,2910.2,755822
ASIANPAINT,2872.3,2024-05-27,2898.3,2855.55,2887.9,817091
ASIANPAINT,2911.2,2024-05-28,2921.0,2864.0,2875.85,1084544
ASIANPAINT,2900.15,2024-05-29,2921.7,2881.1,2896.0,1758297
ASIANPAINT,2883.7,2024-05-30,2910.85,2875.0,2875.25,1344426
ASIANPAINT,2881.2,2024-05-31,2906.0,2855.6,2883.7,2520363
ASIANPAINT,2866.45,2024-06-03,2950.0,2860.05,2950.0,952701
ASIANPAINT,2857.65,2024-06-04,2897.0,2775.75,2880.0,2683847
ASIANPAINT,2961.75,2024-06-05,3027.3,2864.5,2864.5,2410576
ASIANPAINT,2904.8,2024-06-06,2961.75,2882.25,2960.0,1689408
ASIANPAINT,2927.7,2024-06-07,2943.1,2888.85,2904.8,1600180
ASIANPAINT,2937.55,2024-06-10,2951.9,2915.0,2928.0,876867
ASIANPAINT,2902.45,2024-06-11,2920.35,2895.0,2915.0,855430
ASIANPAINT,2905.8,2024-06-12,2918.0,2865.65,2909.0,1701770
ASIANPAINT,2910.0,2024-06-13,2929.0,2905.0,2929.0,726380
ASIANPAINT,2921.6,2024-06-14,2931.35,2905.1,2910.0,982815
ASIANPAINT,2918.5,2024-06-18,2928.0,2905.0,2921.6,741098
ASIANPAINT,2891.7,2024-06-19,2920.0,2882.65,2918.0,1018294
ASIANPAINT,2915.5,2024-06-20,2924.5,2872.4,2885.0,1129752
ASIANPAINT,2890.85,2024-06-21,2928.0,2880.1,2925.0,1722379
ASIANPAINT,2896.05,2024-06-24,2899.95,2871.4,2883.0,892125
ASIANPAINT,2858.45,2024-06-25,2894.95,2856.0,2876.0,1217792
ASIANPAINT,2863.35,2024-06-26,2873.85,2844.05,2860.2,960622
ASIANPAINT,2880.85,2024-06-27,2903.0,2845.0,2860.75,1628022
ASIANPAINT,2917.05,2024-06-28,2932.0,2862.2,2865.0,1206712
ASIANPAINT,2927.8,2024-07-01,2939.0,2888.0,2889.3,1104110
ASIANPAINT,2925.6,2024-07-02,2936.0,2912.0,2927.8,1064295
ASIANPAINT,2925.55,2024-07-03,2948.95,2916.0,2929.7,925189
ASIANPAINT,2934.9,2024-07-04,2968.45,2923.0,2940.0,968666
ASIANPAINT,2935.9,2024-07-05,2946.9,2913.1,2937.15,817429
ASIANPAINT,2898.15,2024-07-08,2935.9,2890.7,2935.9,828260
ASIANPAINT,2905.0,2024-07-09,2913.2,2890.0,2908.95,685431
ASIANPAINT,2996.45,2024-07-10,3014.5,2894.35,2900.05,2299950
ASIANPAINT,3022.05,2024-07-11,3030.0,2973.0,2999.0,1968980
ASIANPAINT,2999.15,2024-07-12,3052.0,2970.9,3025.0,1879930
ASIANPAINT,2956.5,2024-07-15,2999.0,2932.55,2999.0,2425341
ASIANPAINT,2974.45,2024-07-16,3015.95,2941.5,2959.0,2085611
ASIANPAINT,2931.55,2024-07-18,2957.9,2842.0,2875.0,5384611
ASIANPAINT,2946.05,2024-07-19,2980.0,2917.25,2925.0,2164746
ASIANPAINT,2934.3,2024-07-22,2973.35,2917.15,2937.0,1616347
ASIANPAINT,2897.1,2024-07-23,2947.3,2886.0,2934.3,1906312
ASIANPAINT,2912.8,2024-07-24,2927.0,2886.2,2901.0,1476148
ASIANPAINT,2901.4,2024-07-25,2908.7,2885.25,2892.05,1239922
ASIANPAINT,2950.15,2024-07-26,2964.45,2900.7,2902.2,1359780
ASIANPAINT,2954.7,2024-07-29,2965.1,2936.0,2953.05,854408
