Ticker,close,date,high,low,open,volume
TATAMOTORS,620.45,2023-10-03,632.65,618.6,632.6,6894577
TATAMOTORS,613.6,2023-10-04,620.8,608.3,620.8,7612709
TATAMOTORS,619.6,2023-10-05,621.35,614.65,619.0,7893892
TATAMOTORS,622.45,2023-10-06,627.35,620.0,627.0,7922379
TATAMOTORS,617.35,2023-10-09,622.0,613.7,620.8,6381189
TATAMOTORS,630.55,2023-10-10,632.5,617.6,620.0,9833429
TATAMOTORS,634.0,2023-10-11,637.8,632.6,633.0,7701931
TATAMOTORS,636.95,2023-10-12,640.2,635.05,637.0,5928732
TATAMOTORS,667.1,2023-10-13,669.0,633.0,633.95,28011678
TATAMOTORS,666.2,2023-10-16,677.8,661.25,668.55,20005816
TATAMOTORS,655.7,2023-10-17,670.9,654.65,670.0,10263992
TATAMOTORS,668.5,2023-10-18,672.25,653.8,658.6,14908778
TATAMOTORS,668.8,2023-10-19,672.3,658.6,662.95,10633043
TATAMOTORS,663.2,2023-10-20,676.4,660.5,666.65,11759568
TATAMOTORS,647.35,2023-10-23,667.25,645.0,663.65,8564004
TATAMOTORS,637.85,2023-10-25,651.9,636.05,650.0,8229559
TATAMOTORS,626.55,2023-10-26,635.65,624.15,635.0,8889373
TATAMOTORS,641.05,2023-10-27,643.95,628.45,630.0,10232856
TATAMOTORS,628.5,2023-10-30,643.8,621.85,643.8,12786883
TATAMOTORS,628.65,2023-10-31,642.0,627.3,642.0,11395766
TATAMOTORS,627.7,2023-11-01,633.8,626.3,630.0,8785264
TATAMOTORS,636.45,2023-11-02,638.2,630.1,632.0,9934305
TATAMOTORS,647.5,2023-11-03,666.0,646.2,662.0,23087856
TATAMOTORS,646.05,2023-11-06,652.85,643.2,652.85,10801301
TATAMOTORS,645.0,2023-11-07,649.9,643.3,645.0,6588073
TATAMOTORS,642.55,2023-11-08,649.05,641.9,648.0,6551864
TATAMOTORS,649.35,2023-11-09,653.65,642.7,644.0,10155047
TATAMOTORS,651.05,2023-11-10,652.95,644.0,649.35,6425792
TATAMOTORS,653.55,2023-11-12,657.95,652.4,657.95,2245583
TATAMOTORS,653.25,2023-11-13,654.0,649.3,653.0,3279829
TATAMOTORS,671.55,2023-11-15,673.5,656.55,660.0,11324434
TATAMOTORS,680.4,2023-11-16,685.5,670.9,674.0,17501373
TATAMOTORS,681.55,2023-11-17,687.65,679.6,682.5,9563220
TATAMOTORS,674.3,2023-11-20,686.75,670.7,682.0,8324354
TATAMOTORS,681.7,2023-11-21,683.3,675.0,677.0,7291057
TATAMOTORS,681.2,2023-11-22,687.35,676.05,683.95,9279642
TATAMOTORS,679.95,2023-11-23,685.9,677.05,683.2,5885370
TATAMOTORS,673.7,2023-11-24,681.95,671.25,681.4,6951690
TATAMOTORS,697.5,2023-11-28,699.45,674.25,677.45,16015860
TATAMOTORS,712.35,2023-11-29,714.4,694.35,702.75,16122864
TATAMOTORS,706.4,2023-11-30,717.25,697.0,716.3,24275245
TATAMOTORS,705.45,2023-12-01,711.0,703.0,708.0,10565415
TATAMOTORS,705.6,2023-12-04,717.0,704.8,716.0,9348036
TATAMOTORS,708.95,2023-12-05,714.9,705.0,705.9,9601509
TATAMOTORS,722.45,2023-12-06,724.8,709.0,709.05,12148825
TATAMOTORS,721.95,2023-12-07,727.5,716.0,725.0,10451801
TATAMOTORS,714.55,2023-12-08,727.6,707.5,722.05,8557203
TATAMOTORS,720.8,2023-12-11,726.5,716.55,717.8,6403209
TATAMOTORS,715.4,2023-12-12,724.8,713.0,724.8,6461539
TATAMOTORS,720.3,2023-12-13,721.45,713.5,716.0,5807736
TATAMOTORS,719.75,2023-12-14,724.7,718.6,724.0,6732352
TATAMOTORS,732.4,2023-12-15,734.0,721.25,723.9,12082079
TATAMOTORS,730.8,2023-12-18,734.75,728.1,732.9,5450397
TATAMOTORS,728.95,2023-12-19,732.6,726.0,732.6,4511101
TATAMOTORS,705.25,2023-12-20,733.0,703.05,730.95,8107602
TATAMOTORS,708.85,2023-12-21,711.9,696.25,703.0,7702232
TATAMOTORS,724.7,2023-12-22,731.0,712.0,716.8,12062238
